Campaign Name,Content Title,Content Network Name,Impression,Quartile100
Rate Realities_News_July 2025,Good Day DC,Fox News,2,2
Rate Realities_News_July 2025,Good Day Oregon at 9am,null,2,2
Rate Realities_News_July 2025,Good Day Orlando at 7AM,Fox News,2,2
Rate Realities_News_July 2025,Good Morning Tucson at 6:00 AM,Scripps Networks,2,2
Rate Realities_News_July 2025,Gulf Disturbance,null,2,2
Rate Realities_News_July 2025,Hannity,FOX NEWS,2,2
Rate Realities_News_July 2025,Haystack News,null,2,2
Rate Realities_News_July 2025,Hearts & Heroes: Flooding in the Texas Hill Country,ABC,2,2
Rate Realities_News_July 2025,Heat-induced Migraines,null,2,2
Rate Realities_News_July 2025,Hinckley: Diary of a Dangerous Mind,null,2,2
Rate Realities_News_July 2025,Hitler: A Journey Through His World,null,2,2
Rate Realities_News_July 2025,Holy Family Cathedral repairing damage from Father's Day storm,KQCW,2,2
Rate Realities_News_July 2025,Horror in Idaho: The Student Murders,lgusa,2,2
Rate Realities_News_July 2025,Hot Mess,null,2,2
Rate Realities_News_July 2025,House Override,null,2,2
Rate Realities_News_July 2025,Hugh Hewitt,null,2,2
Rate Realities_News_July 2025,I Now Pronounce You Dead,lgusa,2,2
Rate Realities_News_July 2025,Infatuation,null,2,2
Rate Realities_News_July 2025,Into the Night,null,2,2
Rate Realities_News_July 2025,Island Gear,null,2,2
Rate Realities_News_July 2025,Israel Ceasefire Talks,null,2,2
Rate Realities_News_July 2025,JTBC News Room 2025-07-18,odkmedia,2,2
Rate Realities_News_July 2025,JTN Exlcusive: Kash Patel,RealAmericasVoice,2,2
Rate Realities_News_July 2025,Japan Trade Deal,null,2,2
Rate Realities_News_July 2025,Jared Anderson (The Weight of Greatness),null,2,2
Rate Realities_News_July 2025,Just The News No Noise,RealAmericasVoiceNews,2,2
Rate Realities_News_July 2025,KBS News 9 2025-07-23,odkmedia,2,2
Rate Realities_News_July 2025,KCRA 3 News at 11:30pm,Hearst,2,2
Rate Realities_News_July 2025,KCRA HD - KCRA NEWS @ 11PM,very_local_by_hearst_television,2,2
Rate Realities_News_July 2025,KCRA HD - KCRA NEWS @ 6PM,very_local_by_hearst_television,2,2
Rate Realities_News_July 2025,KMPH Hyperlocal Fresno CA,kmph-fresno,2,2
Rate Realities_News_July 2025,KQCA HD - KCRA NEWS @ 12 NOON,very_local_by_hearst_television,2,2
Rate Realities_News_July 2025,KTVU FOX 2 News at 4 PM,null,2,2
Rate Realities_News_July 2025,KTVU FOX 2 News at 5 PM,FOX,2,1
Rate Realities_News_July 2025,KTVU Mornings on 2 at 5 AM,null,2,2
Rate Realities_News_July 2025,KTVU Mornings on 2 at 8 AM,FOX,2,2
Rate Realities_News_July 2025,Kill or Be Killed?,null,2,2
Rate Realities_News_July 2025,Kill or Be Killed?,lgusa,2,2
Rate Realities_News_July 2025,Larry Elder,null,2,2
Rate Realities_News_July 2025,Latest Local News,ABC,2,2
Rate Realities_News_July 2025,Latest Local News,Imagicomm,2,2
Rate Realities_News_July 2025,Learning Deficit,null,2,2
Rate Realities_News_July 2025,Like It Or Not,FOX,2,2
Rate Realities_News_July 2025,Like it Or Not Late Night,Fox News,2,2
Rate Realities_News_July 2025,Little Mirrors,null,2,2
Rate Realities_News_July 2025,Live From Studio 6B,RealAmericasVoiceNews,2,2
Rate Realities_News_July 2025,Live: SportsCenter,NetComCableTV,2,2
Rate Realities_News_July 2025,Live: SportsCenter With Scott Van Pelt,NetComCableTV,2,2
Rate Realities_News_July 2025,Local Now AM,localnow,2,2
Rate Realities_News_July 2025,Local Now Top Stories,localnow,2,2
Rate Realities_News_July 2025,Local_News_Program,Cowles,2,2
Rate Realities_News_July 2025,Lock the Door Behind You,null,2,2
Rate Realities_News_July 2025,Long Island Serial Killer,lgusa,2,2
Rate Realities_News_July 2025,Media Exposed,RAV,2,2
Rate Realities_News_July 2025,Meteorite Money,null,2,2
Rate Realities_News_July 2025,Microsoft Product Hacked,null,2,2
Rate Realities_News_July 2025,Mikaela Mayer (Road to Redemption),null,2,2
Rate Realities_News_July 2025,Mike Gallagher Show,null,2,2
Rate Realities_News_July 2025,Morning Rush,null,2,3
Rate Realities_News_July 2025,Mornings on Fox 11,Sinclair,2,2
Rate Realities_News_July 2025,Mystery in Mustang,null,2,2
Rate Realities_News_July 2025,NBC - KSBW Action News 8 Sunrise @ 5AM,very_local_by_hearst_television,2,2
Rate Realities_News_July 2025,NTD Newsroom,EPOCH MEDIA,2,2
Rate Realities_News_July 2025,NTD Prime Time Show,NTDTV,2,2
Rate Realities_News_July 2025,Naoya Inoue: The Perfect Fighter,null,2,2
Rate Realities_News_July 2025,Nashville Insider,tcn,2,2
Rate Realities_News_July 2025,New Mexico Flooding,null,2,2
Rate Realities_News_July 2025,News 4 Today III,Sinclair,2,2
Rate Realities_News_July 2025,News 4 at 5 Weekend,Sinclair,2,2
Rate Realities_News_July 2025,Newsfront,Newsmax,2,2
Rate Realities_News_July 2025,Newsmax 2,newsmax,2,2
Rate Realities_News_July 2025,Night Strikes,null,2,2
Rate Realities_News_July 2025,OAN News,TCL-IDEO,2,2
Rate Realities_News_July 2025,Offering a Hand,null,2,2
Rate Realities_News_July 2025,Oh My God!,Newsmax Media,2,2
Rate Realities_News_July 2025,PAC Battle,null,2,2
Rate Realities_News_July 2025,Paula White,null,2,2
Rate Realities_News_July 2025,Postage Price Hike,null,2,2
Rate Realities_News_July 2025,Posthuman,null,2,2
Rate Realities_News_July 2025,Presidential Payout,null,2,2
Rate Realities_News_July 2025,Question Everything with Danielle Robay,null,2,2
Rate Realities_News_July 2025,Real America's Pop Culture,Real Americas Voice,2,2
Rate Realities_News_July 2025,Recall Alert,null,2,1
Rate Realities_News_July 2025,Record Flood Warnings,null,2,2
Rate Realities_News_July 2025,"Remembering Ozzy Osbourne, Malcolm-Jamal Warner, Hulk Hogan  | In The News Now",ABC,2,2
Rate Realities_News_July 2025,Replay: 23ABC Morning News at 6 am,EWScripps,2,2
Rate Realities_News_July 2025,Replay: 7 News Detroit Weekend,Scripps Networks,2,2
Rate Realities_News_July 2025,Replay: Good Morning Tucson at 6:00 AM,Scripps Networks,2,1
Rate Realities_News_July 2025,Rip Currents,null,2,1
Rate Realities_News_July 2025,Robert Blake,lgusa,2,2
Rate Realities_News_July 2025,Robot Rivalry,null,2,2
Rate Realities_News_July 2025,Rt 66: Chicago,Scripps Networks,2,2
Rate Realities_News_July 2025,SAS 2025 Live,RealAmericasVoiceNews,2,2
Rate Realities_News_July 2025,Screen Time,null,2,2
Rate Realities_News_July 2025,Scripps News Investigates,EWScripps,2,2
Rate Realities_News_July 2025,Scripps News On The Scene,EWScripps,2,2
Rate Realities_News_July 2025,Scripps News Weekend^,SCRIPPS,2,2
Rate Realities_News_July 2025,Scripps News Weekend^,SCRIPPSNEWS,2,2
Rate Realities_News_July 2025,Secrets at the Sunshine Motel,null,2,1
Rate Realities_News_July 2025,Secrets in a Small Town,null,2,2
Rate Realities_News_July 2025,Shoe Screenings,null,2,2
Rate Realities_News_July 2025,Smackdown With Darrell Scott,RAV,2,2
Rate Realities_News_July 2025,Snack Comeback,null,2,2
Rate Realities_News_July 2025,Someone Was Waiting,null,2,2
Rate Realities_News_July 2025,Space Science,null,2,2
Rate Realities_News_July 2025,Stand Up Trump: Making America Fun Again,Newsmax,2,2
Rate Realities_News_July 2025,Stolen Innocence,A&E Network,2,2
Rate Realities_News_July 2025,Stolen mailbox keys | In The News: Investigations,ABC,2,2
Rate Realities_News_July 2025,Sunday in America,Real Americas Voice,2,2
Rate Realities_News_July 2025,Superpower/Millennium,A&E Network,2,2
Rate Realities_News_July 2025,Superpower/Millennium,aenetwork,2,2
Rate Realities_News_July 2025,Syracuse Football Preview,null,2,2
Rate Realities_News_July 2025,Take 2 Nightly,FOX,2,2
Rate Realities_News_July 2025,Take a Look,Tegna,2,2
Rate Realities_News_July 2025,Taken,aenetwork,2,2
Rate Realities_News_July 2025,Texas Search Resumes,null,2,2
Rate Realities_News_July 2025,Texas Search Update,null,2,2
Rate Realities_News_July 2025,The Anchormen Show,TCL-IDEO,2,2
Rate Realities_News_July 2025,The Break Up/No Good Deed,aenetwork,2,2
Rate Realities_News_July 2025,The Deal With Alex Rodriguez and Jason Kelly,BLOOMBERG,2,2
Rate Realities_News_July 2025,The Death of Gianni Versace,null,2,2
Rate Realities_News_July 2025,The Devil and Bobbi Parker,null,2,2
Rate Realities_News_July 2025,The Disappearance of Sandi Johnson,null,2,2
Rate Realities_News_July 2025,The East End,Altice,2,2
Rate Realities_News_July 2025,The Economy Decoded,null,2,2
Rate Realities_News_July 2025,The First TV LIVE,THEFIRSTTV,2,2
Rate Realities_News_July 2025,The Future with Hannah Fry,null,2,2
Rate Realities_News_July 2025,The Great Nazi Escape,Newsmax,2,2
Rate Realities_News_July 2025,The Hill Events: Black Women in Politics,Nexstar Media Group,2,2
Rate Realities_News_July 2025,The Hill Events: Fifty Years of the Congressional Budget Act,Nexstar,2,2
Rate Realities_News_July 2025,The Hill Events: Moms Matter: Closing the Maternal Mental Health Gap,Nexstar,2,2
Rate Realities_News_July 2025,The Hill Events: Prescribing PBM Reform: Accelerating Transparency with Bipartisan Action,null,2,2
Rate Realities_News_July 2025,The Informant,null,2,2
Rate Realities_News_July 2025,The Ingraham Angle,FOX NEWS,2,2
Rate Realities_News_July 2025,The Preppy Killer,Tablo,2,2
Rate Realities_News_July 2025,The Real Story with Riley Lewis,FUTURE TODAY,2,2
Rate Realities_News_July 2025,The Real Story with Riley Lewis,TCL-IDEO,2,1
Rate Realities_News_July 2025,The Royce White Show,Real Americas Voice,2,2
Rate Realities_News_July 2025,The Secret Space Program,aenetwork,2,2
Rate Realities_News_July 2025,The Travel Show,AMC Networks,2,2
Rate Realities_News_July 2025,The Week As It Happened,null,2,2
Rate Realities_News_July 2025,The World Today with Maryam Moshiri,null,2,2
Rate Realities_News_July 2025,Til Death Do Us Part,null,2,2
Rate Realities_News_July 2025,To Be Announced,ZMG NEWS,2,2
Rate Realities_News_July 2025,Today,null,2,2
Rate Realities_News_July 2025,Today as It Happened,Tablo,2,2
Rate Realities_News_July 2025,Traveling with Ease,null,2,2
Rate Realities_News_July 2025,Two Party Shakeup,null,2,2
Rate Realities_News_July 2025,USA TODAY's Most Treasured Views,Gannett,2,2
Rate Realities_News_July 2025,Virus Spike,null,2,2
Rate Realities_News_July 2025,Voices for Vanessa,null,2,2
Rate Realities_News_July 2025,WLKY - NewsChannel 32 @6-7a,very_local_by_hearst_television,2,2
Rate Realities_News_July 2025,WSBT 22 News at 6,Sinclair,2,2
Rate Realities_News_July 2025,WVTM 13 News @ 6am,Hearst,2,2
Rate Realities_News_July 2025,Weather,ESTRELLA,2,2
Rate Realities_News_July 2025,Westward/Division,null,2,2
Rate Realities_News_July 2025,What's America Thinking?,Nexstar,2,2
Rate Realities_News_July 2025,While He Was Sleeping,null,2,2
Rate Realities_News_July 2025,While He Was Sleeping...,lgusa,2,2
Rate Realities_News_July 2025,Yard Defense,null,2,2
Rate Realities_News_July 2025,kbs-news-9-1-e20250704,odkmedia,2,2
Rate Realities_News_July 2025,kbs-news-9-1-e20250707,odkmedia,2,2
Rate Realities_News_July 2025,mbc-news-desk-1-e20250712,odkmedia,2,2
Rate Realities_News_July 2025,news-review-e20250703,odkmedia,2,2
Rate Realities_News_July 2025,news-site-e20250703,odkmedia,2,2
Rate Realities_News_July 2025,uskn-news-e7142025,odkmedia,2,2
Rate Realities_News_July 2025,null,ABCNKABC,1,0
Rate Realities_News_July 2025,null,DRAFTKINGS,1,1
Rate Realities_News_July 2025,null,ESCAPES,1,0
Rate Realities_News_July 2025,null,FoxNewsNow,1,1
Rate Realities_News_July 2025,null,Griffin,1,1
Rate Realities_News_July 2025,null,TCL-IDEO,1,1
Rate Realities_News_July 2025,null,TelemundoNewsSports,1,1
Rate Realities_News_July 2025,null,disney,1,1
Rate Realities_News_July 2025,&lt;  1&gt; 9,odkmedia,1,1
Rate Realities_News_July 2025,START 2,NEW ID,1,1
Rate Realities_News_July 2025,3,odkmedia,1,1
Rate Realities_News_July 2025,"""Sisterhood Of Sleuths""",null,1,1
Rate Realities_News_July 2025,10 O'Clock News,null,1,1
Rate Realities_News_July 2025,10:30PM Evening Headlines,Altice,1,1
Rate Realities_News_July 2025,10PM Evening Headlines,null,1,1
Rate Realities_News_July 2025,10PM Evening Headlines,Altice,1,1
Rate Realities_News_July 2025,10PM Evening Headlines,Altice USA,1,1
Rate Realities_News_July 2025,12 O'Clock News,null,1,1
Rate Realities_News_July 2025,12:30PM Afternoon Headlines,Altice USA,1,1
Rate Realities_News_July 2025,1968: The Year Everything Fell Apart,Newsmax Media,1,1
Rate Realities_News_July 2025,1997^,scrippsnews,1,1
Rate Realities_News_July 2025,2004,Scripps Networks,1,1
Rate Realities_News_July 2025,2025-07-12 - Local 6 at 6 Saturday - 2,"NBC, WPSD",1,1
Rate Realities_News_July 2025,2025-07-12 - Local 6 at 6 Saturday - 3,"NBC, WPSD",1,1
Rate Realities_News_July 2025,2025-07-16 - Local 6 Today 6am - 3,"NBC, WPSD",1,1
Rate Realities_News_July 2025,2025-07-16 - Local 6 Today 6am - 4,"NBC, WPSD",1,1
Rate Realities_News_July 2025,2025-07-17 - Local 6 Today 6am - 4,"NBC, WPSD",1,1
Rate Realities_News_July 2025,2025-07-17 - Local 6 at 6 - 5,FOX,1,1
Rate Realities_News_July 2025,2025-07-18 - Local 6 at 10 - 3,"NBC, WPSD",1,1
Rate Realities_News_July 2025,2025-07-24 - Wake Up Show 5am - 2,null,1,1
Rate Realities_News_July 2025,23ABC Morning News at 5 am,Scripps Networks,1,1
Rate Realities_News_July 2025,3PM Afternoon Headlines,Altice,1,1
Rate Realities_News_July 2025,3PM Afternoon Headlines,Altice USA,1,1
Rate Realities_News_July 2025,6 O'Clock News,null,1,1
Rate Realities_News_July 2025,7 News Detroit at 5PM,EWScripps,1,1
Rate Realities_News_July 2025,7 News Detroit at 6PM,EWScripps,1,1
Rate Realities_News_July 2025,7 News Detroit at 6PM,Scripps Networks,1,1
Rate Realities_News_July 2025,7 News Detroit at Noon,null,1,0
Rate Realities_News_July 2025,7 News Detroit at Noon,Scripps Networks,1,1
Rate Realities_News_July 2025,7 News Detroit on TV20,null,1,1
Rate Realities_News_July 2025,7 News Detroit on TV20,EW Scripps,1,1
Rate Realities_News_July 2025,8:30PM Evening Headlines,Altice,1,1
Rate Realities_News_July 2025,9NEWS at 6 a.m.,Tegna,1,1
Rate Realities_News_July 2025,9PM Evening Headlines,Altice USA,1,1
Rate Realities_News_July 2025,A Crack in Everything,null,1,1
Rate Realities_News_July 2025,A Legacy of Fraud,null,1,1
Rate Realities_News_July 2025,A Savage Life: The Bronx to Big Time,null,1,0
Rate Realities_News_July 2025,A Shot in the Dark,null,1,1
Rate Realities_News_July 2025,ABC News Live First,ABC,1,1
Rate Realities_News_July 2025,ABC World News Now,ABC,1,1
Rate Realities_News_July 2025,ABC7 Eyewitness News at 7pm,null,1,1
Rate Realities_News_July 2025,ABC7 Eyewitness Weekend News at 8AM,null,1,1
Rate Realities_News_July 2025,AccuWeather Ahead,Accuweather,1,1
Rate Realities_News_July 2025,Action News Now LIVE at 12 p.m.,Allen+Media+Group,1,1
Rate Realities_News_July 2025,Adam...& Evil,lgusa,1,1
Rate Realities_News_July 2025,Alaska Airlines Grounded,null,1,1
Rate Realities_News_July 2025,Alex Marlow,null,1,1
Rate Realities_News_July 2025,Alex Marlow,SalemMedia,1,1
Rate Realities_News_July 2025,Aliens and the Presidents,null,1,1
Rate Realities_News_July 2025,All In With Chris Hayes,NetComCableTV,1,1
Rate Realities_News_July 2025,America Shines,Real Americas Voice,1,1
Rate Realities_News_July 2025,America's Longest War,Newsmax,1,1
Rate Realities_News_July 2025,America's Newsroom,FOX NEWS,1,1
Rate Realities_News_July 2025,America's Top 10 With Wayne Allyn Root,RealAmericasVoiceNews,1,1
Rate Realities_News_July 2025,An Affair of the Heart returns to Tulsa Fairgrounds with hundreds of local vendors,KQCW,1,1
Rate Realities_News_July 2025,An Uncomfortable Exchange,null,1,1
Rate Realities_News_July 2025,Ana Cabrera Reports,null,1,1
Rate Realities_News_July 2025,Angels & Demons,null,1,1
Rate Realities_News_July 2025,Apocalypse 101^,scrippsnews,1,1
Rate Realities_News_July 2025,As Night Fell,null,1,1
Rate Realities_News_July 2025,Ask The Experts,ACCUWEATHER,1,1
Rate Realities_News_July 2025,AuSable River Canoe Marathon,null,1,1
Rate Realities_News_July 2025,Autopen Controversy,null,1,1
Rate Realities_News_July 2025,BBC News Now,AMC Networks,1,1
Rate Realities_News_July 2025,Banfield,null,1,1
Rate Realities_News_July 2025,Beyond Cold^,scrippsnews,1,1
Rate Realities_News_July 2025,Big Bill Vote,null,1,1
Rate Realities_News_July 2025,Bill O'Reilly: No Spin News,null,1,1
Rate Realities_News_July 2025,Blockchain Revolution^,scrippsnews,1,1
Rate Realities_News_July 2025,Bloomberg Brief,BLOOMBERG,1,1
Rate Realities_News_July 2025,Bloomberg Businessweek Daily,null,1,0
Rate Realities_News_July 2025,Bloomberg Crypto,null,1,1
Rate Realities_News_July 2025,Bloomberg Daybreak: Europe,null,1,1
Rate Realities_News_July 2025,Bloomberg Originals,null,1,1
Rate Realities_News_July 2025,Bloomberg Real Yield,null,1,1
Rate Realities_News_July 2025,Bloomberg TV  UHD,BLOOMBERG,1,1
Rate Realities_News_July 2025,Boardwalks,null,1,1
Rate Realities_News_July 2025,Bone Health,null,1,1
Rate Realities_News_July 2025,Boston College Football Preview,null,1,1
Rate Realities_News_July 2025,Brain Break,null,1,1
Rate Realities_News_July 2025,Breaking Point,Real America's Voice,1,1
Rate Realities_News_July 2025,Bright Now,SCRIPPSNEWS,1,1
Rate Realities_News_July 2025,Building Debt,null,1,1
Rate Realities_News_July 2025,Bullish With Sonali Basak,BLOOMBERG,1,1
Rate Realities_News_July 2025,Buried Secrets,aenetwork,1,1
Rate Realities_News_July 2025,Business Today,AMC Networks,1,1
Rate Realities_News_July 2025,Business Today USA,null,1,1
Rate Realities_News_July 2025,By the numbers: Fourth of July travel surge expected to break records,KQCW,1,1
Rate Realities_News_July 2025,CENSORED! Losing Our First Freedoms,Newsmax,1,1
Rate Realities_News_July 2025,CNN NewsNight With Abby Phillip,null,1,1
Rate Realities_News_July 2025,Carl Higbie Frontline,null,1,1
Rate Realities_News_July 2025,Caught On Clips,ABC,1,1
Rate Realities_News_July 2025,Celebrating July 4th,null,1,1
Rate Realities_News_July 2025,Check the News,Real Americas Voice,1,1
Rate Realities_News_July 2025,Childhood Memories,null,1,1
Rate Realities_News_July 2025,Choose Life: It s Worth It,Newsmax,1,1
Rate Realities_News_July 2025,Churchill: The Road to Victory,null,1,1
Rate Realities_News_July 2025,Churchill: The Road to Victory,Newsmax,1,1
Rate Realities_News_July 2025,Churchill: The Road to Victory,Newsmax Media,1,1
Rate Realities_News_July 2025,Civil War/Heartland,aenetwork,1,1
Rate Realities_News_July 2025,Cody And Bozeman^,SCRIPPS,1,1
Rate Realities_News_July 2025,Coming to America,A&E Network,1,1
Rate Realities_News_July 2025,Connections: A small-town basketball dream like no other| Game On,null,1,1
Rate Realities_News_July 2025,"Connections: Exploring the history, style, and taste similarities between NYC & Beijing",null,1,1
Rate Realities_News_July 2025,Cops Under Fire,Newsmax,1,1
Rate Realities_News_July 2025,Countdown to the 2024 Olympics,Nexstar,1,1
Rate Realities_News_July 2025,CriticLEE Speaking,Fox News,1,1
Rate Realities_News_July 2025,Crypto Caution,null,1,1
Rate Realities_News_July 2025,Dangerous Beauty,Tablo,1,1
Rate Realities_News_July 2025,Deadly Deceit,null,1,1
Rate Realities_News_July 2025,Deadly House of Cards,null,1,1
Rate Realities_News_July 2025,Deadly Religion,Scripps Networks,1,0
Rate Realities_News_July 2025,Deadly Triangle,null,1,1
Rate Realities_News_July 2025,Deception,null,1,1
Rate Realities_News_July 2025,Deep in the Woods,null,1,1
Rate Realities_News_July 2025,Diabolical,null,1,1
Rate Realities_News_July 2025,Diary of a Wimpy Kid: The Musical' coming to TCC,KQCW,1,1
Rate Realities_News_July 2025,Disaster Response,null,1,1
Rate Realities_News_July 2025,Division,A&E Network,1,1
Rate Realities_News_July 2025,Division,aenetwork,1,1
Rate Realities_News_July 2025,Dog Tales,TCN,1,1
Rate Realities_News_July 2025,Doubling Down on Tariffs,null,1,1
Rate Realities_News_July 2025,Dwight Howard,Warner Bros Discovery,1,1
Rate Realities_News_July 2025,E! News,null,1,1
Rate Realities_News_July 2025,E60,null,1,1
Rate Realities_News_July 2025,E60,NetComCableTV,1,1
Rate Realities_News_July 2025,EPG  Cheddar News,null,1,1
Rate Realities_News_July 2025,EPG  KGTV San Diego ABC 10,null,1,1
Rate Realities_News_July 2025,EPG  KNDO Yakima WA,null,1,1
Rate Realities_News_July 2025,EPG  KOAM Joplin%2C MO,null,1,1
Rate Realities_News_July 2025,EPG  KTNV Las Vegas%2C NV,null,1,1
Rate Realities_News_July 2025,EPG  Local Now SGA Fresno CA,null,1,1
Rate Realities_News_July 2025,EPG  Local Now SGA Reno NV,null,1,0
Rate Realities_News_July 2025,EPG  Local Now SGA Tulsa OK,null,1,1
Rate Realities_News_July 2025,EPG  Salem News,null,1,1
Rate Realities_News_July 2025,EPG  WPTV West Palm Beach%2C FL,null,1,1
Rate Realities_News_July 2025,Ed Henry The Briefing,Newsmax,1,1
Rate Realities_News_July 2025,Education Cuts Proceed,null,1,1
Rate Realities_News_July 2025,Elvis Presley - The Later Years,Stingray Music,1,1
Rate Realities_News_July 2025,Episode 127,null,1,1
Rate Realities_News_July 2025,Episode 127,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 128,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 130,null,1,1
Rate Realities_News_July 2025,Episode 130,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 131,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 135,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 139,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 143,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 147,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 182,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 23,null,1,1
Rate Realities_News_July 2025,Episode 49,null,1,1
Rate Realities_News_July 2025,Episode 49,NetComCableTV,1,1
Rate Realities_News_July 2025,Episode 54,null,1,1
Rate Realities_News_July 2025,Episode 55,NetComCableTV,1,1
Rate Realities_News_July 2025,Epstein Controversy Grows,null,1,1
Rate Realities_News_July 2025,Erin Burnett OutFront,null,1,1
Rate Realities_News_July 2025,Estrella TV Deportes,ESTRELLA,1,1
Rate Realities_News_July 2025,Ethos: A Time for Change,null,1,1
Rate Realities_News_July 2025,Euronews,null,1,1
Rate Realities_News_July 2025,Even the Devil Went to Church,null,1,1
Rate Realities_News_July 2025,Evil Paid a Visit,null,1,1
Rate Realities_News_July 2025,Explore Outdoors: Spring Edition,very_local_by_hearst_television,1,1
Rate Realities_News_July 2025,Eyewitness News 3PM,lgusa,1,1
Rate Realities_News_July 2025,Eyewitness News @ 6,Sinclair,1,1
Rate Realities_News_July 2025,Eyewitness News at 6 on KBAK,Sinclair,1,1
Rate Realities_News_July 2025,FAMILY FEUD,FAMILY FEUD,1,1
Rate Realities_News_July 2025,FOX 10 AZAM Saturday,Fox News,1,0
Rate Realities_News_July 2025,FOX 10 AZAM Sunday,null,1,1
Rate Realities_News_July 2025,FOX 10 AZAM at 7am,Fox News,1,1
Rate Realities_News_July 2025,FOX 10 AZAM at 8am,Fox News,1,1
Rate Realities_News_July 2025,FOX 11 News at 5 p.m.,null,1,1
Rate Realities_News_July 2025,FOX 11 News at 6 p.m.,Fox News,1,1
Rate Realities_News_July 2025,FOX 2 News at 6,null,1,1
Rate Realities_News_July 2025,FOX 5 Morning,FOX,1,1
Rate Realities_News_July 2025,FOX 5 Morning at 4am,Fox News,1,0
Rate Realities_News_July 2025,FOX 5 Morning at 5am,FOX,1,1
Rate Realities_News_July 2025,FOX 5 Morning at 6am,FOX,1,1
Rate Realities_News_July 2025,FOX 5 Morning at 7am,FOX,1,0
Rate Realities_News_July 2025,FOX 5 Morning at 8am,FOX,1,1
Rate Realities_News_July 2025,FOX 5 News at 10,FOX,1,1
Rate Realities_News_July 2025,FOX 5 News at 11,FOX,1,1
Rate Realities_News_July 2025,FOX 5 News at 4,null,1,1
Rate Realities_News_July 2025,FOX 5 News at 4,FOX,1,1
Rate Realities_News_July 2025,FOX 5 News at 4,Fox News,1,1
Rate Realities_News_July 2025,FOX 5 On The Hill with Tom Fitzgerald,null,1,1
Rate Realities_News_July 2025,FOX 5's Like It Or Not,null,1,1
Rate Realities_News_July 2025,FOX 5's Like It Or Not,FOX,1,1
Rate Realities_News_July 2025,FOX 5's Like It Or Not,Fox News,1,1
Rate Realities_News_July 2025,FOX Weather Now,FOX NEWS,1,1
Rate Realities_News_July 2025,FOX26 Midday News,Sinclair,1,1
Rate Realities_News_July 2025,Faith and Freedom,RAV,1,1
Rate Realities_News_July 2025,Faith and Freedom,Real Americas Voice,1,1
Rate Realities_News_July 2025,Faith and Freedom,RealAmericasVoice,1,1
Rate Realities_News_July 2025,Fallen Hero/The Last Deal,A&E Network,1,1
Rate Realities_News_July 2025,Family Affair,null,1,1
Rate Realities_News_July 2025,Family First,aenetwork,1,1
Rate Realities_News_July 2025,Finding Venus,null,1,1
Rate Realities_News_July 2025,Finnerty,null,1,1
Rate Realities_News_July 2025,Finnerty,NetComCableTV,1,1
Rate Realities_News_July 2025,Finnerty Weekly,null,1,1
Rate Realities_News_July 2025,Firewall With Lance Wallnau,null,1,1
Rate Realities_News_July 2025,First Edition,FUTURE TODAY,1,1
Rate Realities_News_July 2025,Fixing A Broken Heart,Scripps Networks,1,1
Rate Realities_News_July 2025,Flood Victims Honored,null,1,1
Rate Realities_News_July 2025,Florida Tonight,Fox News,1,0
Rate Realities_News_July 2025,Forever Chemicals,null,1,1
Rate Realities_News_July 2025,Fox Local News Today,null,1,1
Rate Realities_News_July 2025,Fox Local News Today,Fox News,1,1
Rate Realities_News_July 2025,Fox Soul Faceoff,null,1,1
Rate Realities_News_July 2025,Future of Housing,null,1,1
Rate Realities_News_July 2025,Gag Order Lifted,null,1,1
Rate Realities_News_July 2025,Get Cooking with Sal,null,1,1
Rate Realities_News_July 2025,Get Up DC at 5 a.m.,Tegna,1,1
Rate Realities_News_July 2025,Going for the Gold,null,1,1
Rate Realities_News_July 2025,Gone Before the Storm,null,1,1
Rate Realities_News_July 2025,Good Day LA at 4 a.m.,null,1,1
Rate Realities_News_July 2025,Good Day LA at 8 a.m.,Fox News,1,1
Rate Realities_News_July 2025,Good Day Oregon at 10am,null,1,1
Rate Realities_News_July 2025,Good Day Orlando at 7AM (Saturday),Fox News,1,1
Rate Realities_News_July 2025,Good Day Orlando at 8AM,Fox News,1,1
Rate Realities_News_July 2025,Good Day Seattle at 5am,Fox News,1,1
Rate Realities_News_July 2025,Good Day Seattle at 7am,null,1,1
Rate Realities_News_July 2025,Good Day Seattle at 7am,Fox News,1,1
Rate Realities_News_July 2025,Good Day Seattle at 8am,null,1,1
Rate Realities_News_July 2025,Good Day Seattle at 8am,Fox News,1,1
Rate Realities_News_July 2025,Good Nite LA,null,1,1
Rate Realities_News_July 2025,Good To Know,SCRIPPS,1,1
Rate Realities_News_July 2025,Good To Know^,SCRIPPS,1,1
Rate Realities_News_July 2025,Gov. Stitt and Oklahoma Task Force 1 respond to Texas Flash Flood disaster,KQCW,1,1
Rate Realities_News_July 2025,Greg Kelly Reports,NetComCableTV,1,1
Rate Realities_News_July 2025,Guilt by Accusation,null,1,1
